Title;Price;Area;Rooms;Price per m2;Floor;City_or_District;Province
3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio;659256;58.94;3;11185;2;Łódź;łódzkie
4-pokojowe mieszkanie 75m2 + 2 balkony;863152;75.44;4;11442;4;Wrocław;dolnośląskie
4-pokojowe mieszkanie 76m2 + balkon Bezpośrednio;689475;76.65;4;8995;4;poznański;wielkopolskie
3-pokojowe mieszkanie 63m2 + balkon;653004;63.27;3;10321;2;Gdańsk;pomorskie
3-pokojowe mieszkanie 64m2 + balkon Bez Prowizji;643356;64.05;3;10045;4;gdański;pomorskie
3-pokojowe mieszkanie 66m2 + balkon Bezpośrednio;722832;66.72;3;10834;1;Kraków;małopolskie
3-pokojowe mieszkanie 70m2 + balkon Bez Prowizji;665382;70.12;3;9489;2;Łódź;łódzkie
2-pokojowe mieszkanie 50m2 + balkon Bez Prowizji;438245;50.75;2;8635;3;Chorzów;śląskie
Okazja. Kawalerka 25 m2 po remoncie przy Metrze.;499000;25.0;1;19960;6;Warszawa;mazowieckie
Atrakcyjne 3 pokoje, oddanie marzec 2025;995000;68.0;3;14632;4;Warszawa;mazowieckie
Mieszkanie Kluczbork Sprzedam;395000;102.0;3;3873;2;kluczborski;opolskie
2-pokojowe mieszkanie 51m2 + balkon Bez Prowizji;613647;51.69;2;11872;2;Łódź;łódzkie
3-pokojowe mieszkanie 67m2 + loggia;630573;67.39;3;9357;1;Łódź;łódzkie
1-pokojowy apartament inwestycyjny 30m2 + loggia;498789;30.69;1;16252;10;Katowice;śląskie
3-pokojowe mieszkanie 63m2 + balkon Bez Prowizji;737392;63.26;3;11657;2;Wrocław;dolnośląskie
1-pokojowe mieszkanie 31m2 + balkon;409434;31.46;1;13014;2;Gdańsk;pomorskie
2-pokojowe mieszkanie 47m2 + balkon Bez Prowizji;402785;47.15;2;8543;2;Chorzów;śląskie
4-pokojowe mieszkanie 82m2 + ogródek;718814;82.58;4;8704;0;Łódź;łódzkie
3-pokojowe mieszkanie 66m2 + balkon Bez Prowizji;610770;66.89;3;9131;3;poznański;wielkopolskie
3 pokoje + kuchnia | 56m2 | Prokocim | Park;760000;56.0;3;13571;2;Kraków;małopolskie
2-pokojowe mieszkanie 51m2 + balkon Bez Prowizji;613647;51.69;2;11872;2;Łódź;łódzkie
Kawalerka z dużym ogrodem w Solankach;179000;20.77;1;8618;2;inowrocławski;kujawsko-pomorskie
Unikatowe 3 pokoje w kamienicy na Filtrowej;1495000;59.0;3;25339;0;Warszawa;mazowieckie
3-pokojowe mieszkanie 63m2 + balkon Bezpośrednio;737160;63.24;3;11657;3;Wrocław;dolnośląskie
3-pokojowe mieszkanie 63m2 + balkon;582117;63.57;3;9157;4;poznański;wielkopolskie
Stylowe mieszkanie 4-pokojowe|Prądnik Biały|garaż;915000;54.8;4;16697;4;Kraków;małopolskie
3-pokojowe mieszkanie 62m2 + balkon;542786;62.41;3;8697;1;Łódź;łódzkie
1-pokojowe mieszkanie 39m2 + loggia Bezpośrednio;502212;39.18;1;12818;2;Łódź;łódzkie
2-pokojowe mieszkanie 41m2 + loggia Bezpośrednio;436632;41.34;2;10562;1;Łódź;łódzkie
Kraków - os. Na Wzgórzach - 2 pokoje - 46m2;575000;46.0;2;12500;3;Kraków;małopolskie
2 pokoje na start | w promocji;615000;48.2;2;12759;3;Wrocław;dolnośląskie
3 Pokojowe Mieszkanie W Węglińcu;390000;69.96;3;5575;1;zgorzelecki;dolnośląskie
3-pokojowe mieszkanie 63m2 + balkon Bezpośrednio;737160;63.24;3;11657;3;Wrocław;dolnośląskie
2 poziomowe mieszkanie | ogródek | zielona okolica;899000;75.0;5;11987;1;Kraków;małopolskie
Ustroń Apartamenty Asnyka - Centrum;629280;52.44;3;12000;0;cieszyński;śląskie
2 pokoje na start | w promocji;615000;48.2;2;12759;3;Wrocław;dolnośląskie
3 Pokojowe Mieszkanie W Węglińcu;390000;69.96;3;5575;1;zgorzelecki;dolnośląskie
2-pokojowe mieszkanie 41m2 + balkon;408628;41.39;2;9873;3;poznański;wielkopolskie
2-pokojowe mieszkanie 45m2 + balkon Bez Prowizji;545268;45.15;2;12077;2;Łódź;łódzkie
3-pokojowe mieszkanie 62m2 + balkon Bez Prowizji;546188;62.8;3;8697;2;Łódź;łódzkie
1-pokojowy apartament inwestycyjny 27m2 + loggia;437961;27.28;1;16054;10;Katowice;śląskie
2-pokojowe mieszkanie 41m2 + loggia Bez Prowizji;436632;41.34;2;10562;1;Łódź;łódzkie
2-pokojowe mieszkanie 41m2 + balkon Bez Prowizji;430434;41.95;2;10261;3;gdański;pomorskie
2 pokoje na start | w promocji;615000;48.2;2;12759;3;Wrocław;dolnośląskie
Oporów, 2 poziomy, WYSOKI STANDARD! 3pokoje!;639000;62.0;3;10306;2;Wrocław;dolnośląskie
Wrocław Krzyki Krakowska Wilcza Kawalerki !!!;302180;26.05;1;11600;1;Wrocław;dolnośląskie
Środkowy segment ul. Chabrowa w Pruszkowie!!;1190000;178.03;5;6684;0;pruszkowski;mazowieckie
Wola Kawalerka z ogródkiem od właściciela;885000;34.59;1;25585;0;Warszawa;mazowieckie
Nowe osiedle MAZURIA EKO PARK w Nidzicy - bud. 2;332001;59.82;3;5550;1;nidzicki;warmińsko-mazurskie
3-pokojowe mieszkanie 64m2 + 2 balkony;587652;64.49;3;9112;3;poznański;wielkopolskie
2-pokojowe mieszkanie 42m2 + balkon Bezpośrednio;440226;42.91;2;10259;3;gdański;pomorskie
2-pokojowe mieszkanie 46m2 + balkon Bezpośrednio;509710;46.01;2;11078;1;Gdańsk;pomorskie
1-pokojowy apartament inwestycyjny 24m2 + loggia;411306;24.83;1;16565;10;Katowice;śląskie
Kawalerka 29m² w Łodzi, ul. Zbaraska, blisko Parku;219000;29.0;1;7552;1;Łódź;łódzkie
3-pokojowe mieszkanie 65m2 + balkon Bezpośrednio;708050;65.96;3;10735;2;Łódź;łódzkie
Środkowy segment ul. Chabrowa w Pruszkowie!!;1190000;178.03;5;6684;0;pruszkowski;mazowieckie
Kawalerka z dużym ogrodem w Solankach;179000;20.77;1;8618;2;inowrocławski;kujawsko-pomorskie
3-pokojowe mieszkanie 54m2 + balkon;841794;54.84;3;15350;1;Kraków;małopolskie
2-pokojowe mieszkanie 41m2 + ogródek;471307;41.39;2;11387;0;Gdańsk;pomorskie
3-pokojowe mieszkanie 58m2 + balkon;656370;58.68;3;11186;2;Łódź;łódzkie
2 Pokojowe Z Pięknym Widokiem;369000;50.3;2;7336;7;zgorzelecki;dolnośląskie
3-pokojowe mieszkanie 69m2 + balkon;655824;69.1;3;9491;1;Łódź;łódzkie
I piętro, 2 pok. + kuchnio-jadalnia, balkon;619000;63.5;2;9748;1;Wrocław;dolnośląskie
Do zamieszkania, WYPOSAŻONE, wysoki standard;420000;48.5;2;8660;0;Gliwice;śląskie
1-pokojowy apartament inwestycyjny 28m2 + loggia;476013;28.76;1;16551;10;Katowice;śląskie
2-pokojowe mieszkanie 44m2 + balkon Bezpośrednio;457260;44.58;2;10257;3;gdański;pomorskie
3-pokojowe mieszkanie 66m2 + balkon Bez Prowizji;600750;66.14;3;9083;3;poznański;wielkopolskie
3-pokojowe mieszkanie 76m2 + ogródek;837618;76.98;3;10881;0;Katowice;śląskie
Mieszkanie 64,5m2,ul. Lechicka, Ciche, jasne i ele;999999;64.5;3;15504;1;Warszawa;mazowieckie
Mieszkanie 32M2, 2 pokoje, balkon;399000;32.0;2;12469;2;wejherowski;pomorskie
2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji;467694;40.71;2;11488;1;Gdańsk;pomorskie
1-pokojowe mieszkanie 28m2 + ogródek Bezpośrednio;335862;28.59;1;11748;0;Łódź;łódzkie
3-pokojowe mieszkanie 73m2 + balkon Bezpośrednio;717797;73.37;3;9783;3;gdański;pomorskie
2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji;467694;40.71;2;11488;1;Gdańsk;pomorskie
Oststnie Wolne Na Styczeń 2025 Rok ! Okazja !;515700;51.57;3;10000;1;Lublin;lubelskie
Sprzedam mieszkanie;700000;39.27;2;17825;2;Warszawa;mazowieckie
Klimatyczne mieszkanie w kamienicy na Ołbinie;829000;61.57;2;13464;3;Wrocław;dolnośląskie
4-pokojowe mieszkanie 91m2 + ogródek;878541;91.81;4;9569;0;Łódź;łódzkie
1-pokojowy apartament inwestycyjny 29m2 + loggia;493338;29.81;1;16549;10;Katowice;śląskie
4-pokojowe mieszkanie 92m2 + 2 balkony;856764;92.43;4;9269;2;gdański;pomorskie
Sprzedam mieszkanie - Wrocław, Jagodno, 48,5m2;630240;48.48;3;13000;2;Wrocław;dolnośląskie
Ustroń Apartamenty Asnyka - Centrum;629280;52.44;3;12000;0;cieszyński;śląskie
Bez Prowizji ! - Wysoki Standard ! Okazja !;620000;49.86;3;12435;2;Lublin;lubelskie
2-pokojowe mieszkanie 44m2 + balkon Bezpośrednio;537828;44.53;2;12078;2;Łódź;łódzkie
3-pokojowe mieszkanie 65m2 + balkon;658850;65.6;3;10043;2;gdański;pomorskie
1-pokojowy apartament inwestycyjny 32m2 + loggia;544550;32.04;1;16996;10;Katowice;śląskie
3-pokojowe mieszkanie 56m2 + balkon;606510;56.88;3;10663;1;Gdańsk;pomorskie
Mieszkanie 60,5 m2 z garażem wśród zieleni;579000;60.5;3;9570;1;Gdańsk;pomorskie
Bezczynszowe, słoneczne, rozkładowe;749000;71.0;3;10549;0;wołomiński;mazowieckie
2. piętro, 2 pokoje, mieszkanie do wprowadzenia.;330000;41.4;2;7971;2;Chełm;lubelskie
2-pokojowe mieszkanie 46m2 + ogródek Bez Prowizji;487279;46.63;2;10450;0;Łódź;łódzkie
1-pokojowe mieszkanie 31m2 + balkon Bezpośrednio;409047;31.43;1;13015;2;Gdańsk;pomorskie
2-pokojowe mieszkanie 53m2 + balkon Bezpośrednio;546030;53.64;2;10180;3;gdański;pomorskie
Kawalerka w centrum miasta;229000;29.3;1;7816;2;zawierciański;śląskie
3-pokojowe mieszkanie 66m2 + loggia Bezpośrednio;769828;66.02;3;11661;6;Katowice;śląskie
NOWY BLOK, Mieszkanie 36.2m2, Wykończone Pod Klucz;349900;36.2;2;9666;5;zawierciański;śląskie
4 pokoi 96,31 m2 Ptasia Śródmieście;2200000;96.31;4;22843;1;Warszawa;mazowieckie
Przestronne Trzy Pokoje W Centrum Warszawy;1530000;68.19;3;22437;2;Warszawa;mazowieckie
2-pokojowe mieszkanie 42m2 + balkon Bez Prowizji;436146;42.51;2;10260;2;gdański;pomorskie
Kraków- Azory- Gnieźnieńska;779000;70.51;2;11048;0;Kraków;małopolskie
3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji;704948;60.16;3;11718;2;Wrocław;dolnośląskie
2-pokojowe mieszkanie 42m2 + ogródek Bezpośrednio;515856;42.7;2;12081;0;Katowice;śląskie
Kawalerki gotowe do zamieszkania- Fabryczna;426000;26.0;1;16385;4;Wrocław;dolnośląskie
pine.apartments - Apartament typu SUITE z widokiem;725000;62.0;3;11694;3;karkonoski;dolnośląskie
Kup Mnie.Przestronne,Piękne 65m,3pok,ul.Pilotów.;839000;65.2;3;12868;6;Kraków;małopolskie
2-pokojowe mieszkanie 42m2 + ogródek Bezpośrednio;515856;42.7;2;12081;0;Katowice;śląskie
Mieszkanie Na Sprzedaż,  Parter, 3 Pokoje.;254000;48.0;3;5292;0;Grudziądz;kujawsko-pomorskie
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio;705200;60.19;3;11716;2;Wrocław;dolnośląskie
3-pokojowe mieszkanie 66m2 + balkon;604081;66.89;3;9031;2;poznański;wielkopolskie
2-pokojowe mieszkanie 42m2 + ogródek Bezpośrednio;515856;42.7;2;12081;0;Katowice;śląskie
Atrakcyjne mieszkanie gotowe do zamieszkania;274000;35.0;2;7829;1;wieluński;łódzkie
Mieszkanie zielona góra 3 pokoje oddzielna kuchnia;499000;71.9;3;6940;4;Góra;lubuskie
Z Tarasem jak w Domu/4 pok/Podwójne MP/HOT lokaliz;889000;70.0;4;12700;0;Wrocław;dolnośląskie
Nowe, 1 luty 2025, Białołęka Grodzisk ul. Callas;616000;42.5;2;14494;2;Warszawa;mazowieckie
4-pokojowe mieszkanie 85m2 + 2 balkony;740172;85.87;4;8620;2;Łódź;łódzkie
PBA.Wyjątkowy Apartament C8 na sprzedaż!;467610;42.9;3;10900;0;gryficki;zachodniopomorskie
2-pokojowe mieszkanie 46m2 + balkon Bezpośrednio;571188;46.24;2;12353;2;Wrocław;dolnośląskie
1-pokojowy apartament inwestycyjny 35m2 + loggia;569746;35.88;1;15879;1;Katowice;śląskie
Przestronne 2 pokojowe mieszkanie blisko dworca;385000;44.41;2;8669;3;Łódź;łódzkie
2-pokojowe mieszkanie 44m2 + balkon Bez Prowizji;560572;44.98;2;12463;2;Wrocław;dolnośląskie
1-pokojowy apartament inwestycyjny 25m2 + loggia;391847;25.34;1;15464;1;Katowice;śląskie
3 pokojowe blisko Bonarki bez Prowizji 17971 zł/m2;1090000;60.65;3;17972;2;Kraków;małopolskie
M4 Koluszki bezpośrednio;370000;60.51;3;6115;3;wschodni;łódzkie
Piękne mieszkanie 3 pokoje blisko PKP centrum;299000;39.55;3;7560;1;starogardzki;pomorskie
2-pokojowe mieszkanie 48m2 + ogródek;447528;48.12;2;9300;0;Łódź;łódzkie
3-pokojowe mieszkanie 58m2 + balkon;659256;58.94;3;11185;1;Łódź;łódzkie
Bezpośrednio 3 pokoje 85 m na Starej Ochocie;1710000;85.0;3;20118;3;Warszawa;mazowieckie
3 pokoje, Tatrzańska, bezpośrednio, Widzew;435000;47.5;3;9158;4;Łódź;łódzkie
Mieszkanie z balkonem i ogródkiem 50m2 ,2 miejsca;726731;74.27;4;9785;1;wołomiński;mazowieckie
Elegancki apartament/ Rozkładowy/ Bezpośrednio;1110000;98.31;3;11291;2;Wrocław;dolnośląskie
3-pokojowe mieszkanie 58m2 + balkon;659256;58.94;3;11185;1;Łódź;łódzkie
Bezpośrednio 3 pokoje 85 m na Starej Ochocie;1710000;85.0;3;20118;3;Warszawa;mazowieckie
2-pokojowe mieszkanie 43m2 + loggia Bez Prowizji;571404;43.03;2;13279;6;Katowice;śląskie
WIDOK NA PANORAME MIASTA ! Wydanie XI 2025 !!!;465000;41.4;2;11232;1;Szczecin;zachodniopomorskie
Krzyki/3 pokoje/balkon/komórka/garaż;1230000;96.0;3;12813;0;Wrocław;dolnośląskie
2-pokojowe mieszkanie 51m2 + balkon Bezpośrednio;613647;51.69;2;11872;1;Łódź;łódzkie
3-pokojowe mieszkanie 64m2 + 2 balkony;580777;64.49;3;9006;2;poznański;wielkopolskie
3-pokojowe mieszkanie 59m2 + balkon Bez Prowizji;534084;59.88;3;8919;2;Łódź;łódzkie
4-pokojowe mieszkanie 101m2 + taras;1240752;101.39;4;12237;6;Katowice;śląskie
HIT NA RYNKU/ 2 Pokojowe Mieszkania Inwestycyjne !;349000;32.5;2;10738;2;Szczecin;zachodniopomorskie
Tuż przy lesie, po generalnym remoncie, 5 pokojowe;700000;73.0;5;9589;3;Poznań;wielkopolskie
2-pokojowe mieszkanie 44m2 + balkon;496364;44.74;2;11094;1;Gdańsk;pomorskie
2-pokojowe mieszkanie 42m2 + loggia Bez Prowizji;570336;42.93;2;13285;6;Katowice;śląskie
2-pokojowy apartament inwestycyjny 43m2;582120;43.12;2;13500;2;Wrocław;dolnośląskie
3-pokojowe mieszkanie 63m2 + balkon Bez Prowizji;568815;63.57;3;8948;2;poznański;wielkopolskie
3-pokojowe mieszkanie 63m2 + balkon;553634;63.91;3;8663;2;Łódź;łódzkie
2-pokojowe mieszkanie 44m2 + balkon;496364;44.74;2;11094;1;Gdańsk;pomorskie
3 pokoje, Tatrzańska, bezpośrednio, Widzew;435000;47.5;3;9158;4;Łódź;łódzkie
Stylowy Loft na leśnym Osiedlu z basenem Bernadowo;1799000;104.1;4;17281;2;Gdynia;pomorskie
2-pokojowe mieszkanie 42m2 + loggia Bezpośrednio;554424;42.7;2;12984;5;Katowice;śląskie
2-pokojowy apartament inwestycyjny 51m2;686884;51.26;2;13400;2;Wrocław;dolnośląskie
Funkcjonalne 2 pokoje po remoncie;230000;34.0;2;6765;4;olkuski;małopolskie
Obok Wyspy Słodowej - 4 POKOJE!;857000;63.0;4;13603;3;Wrocław;dolnośląskie
Mieszkanie dwupoziomowe! 2 balkony! wybudowany!;670152;79.78;4;8400;4;Gdańsk;pomorskie
3-pokojowe mieszkanie 66m2 + balkon Bezpośrednio;782992;66.77;3;11727;1;Wrocław;dolnośląskie
2-pokojowe mieszkanie 51m2 + balkon Bezpośrednio;609201;51.31;2;11873;1;Łódź;łódzkie
3-pokojowe mieszkanie 65m2 + balkon Bezpośrednio;658850;65.6;3;10043;1;gdański;pomorskie
1-pokojowy apartament inwestycyjny 29m2 + loggia;454032;29.57;1;15354;1;Katowice;śląskie
3-pokojowe mieszkanie 56m2 + ogródek;595349;56.87;3;10469;0;Gdańsk;pomorskie
3-pokojowe mieszkanie 63m2 + loggia;726078;63.33;3;11465;4;Katowice;śląskie
3-pokojowe mieszkanie 54m2 + balkon;841794;54.84;3;15350;1;Kraków;małopolskie
Krzyki/3 pokoje/balkon/komórka/garaż;1230000;96.0;3;12813;0;Wrocław;dolnośląskie
2-pokojowe mieszkanie 45m2 + balkon Bezpośrednio;545268;45.15;2;12077;1;Łódź;łódzkie
3-pokojowe mieszkanie 63m2 + 2 balkony;746326;63.74;3;11709;1;Wrocław;dolnośląskie
3-pokojowe mieszkanie 57m2 + loggia Bez Prowizji;668116;57.76;3;11567;5;Katowice;śląskie
bezpośrednio 2pokojowe mieszkanieCENTRUM Stargard;270000;35.4;2;7627;2;stargardzki;zachodniopomorskie
3-pokojowe mieszkanie 82m2 + ogródek Bezpośrednio;785930;82.46;3;9531;0;Łódź;łódzkie
2-pokojowe mieszkanie 45m2 + balkon;471540;45.98;2;10255;1;gdański;pomorskie
1-pokojowe mieszkanie 34m2 + balkon Bez Prowizji;445269;34.77;1;12806;0;Gdańsk;pomorskie
3-pokojowe mieszkanie 63m2 + 2 balkony;572404;63.5;3;9014;2;poznański;wielkopolskie
M4 po kapitalnym remoncie I piętro niski blok;399000;55.7;3;7163;1;Jastrzębie-Zdrój;śląskie
Na Pańskiej Górze | mieszkanie 19;420864;52.07;3;8083;1;Jaworzno;śląskie
Mieszkanie Gdańsk śródmieście 3 pokoje;685000;54.5;3;12569;8;Gdańsk;pomorskie
3 pokoje, 56,88 m2, balkon, do remontu!;239000;56.88;3;4202;3;Bytom;śląskie
2-pokojowe mieszkanie 42m2 + loggia;469555;42.85;2;10958;5;Łódź;łódzkie
4-pokojowe mieszkanie 85m2 + 2 balkony;740970;85.98;4;8618;1;Łódź;łódzkie
Mieszkanie na sprzedaż, Nysa ul. Marcinkowskiego;499000;114.25;4;4368;2;nyski;opolskie
3-pokojowe mieszkanie 70m2 + 2 loggie Bezpośrednio;755676;70.17;3;10769;1;Łódź;łódzkie
3-pokojowe mieszkanie 71m2 + ogródek Bez Prowizji;698287;71.71;3;9738;0;gdański;pomorskie
1-pokojowy apartament inwestycyjny 24m2 + loggia;391122;24.94;1;15683;1;Katowice;śląskie
2-pokojowe mieszkanie 42m2 + loggia Bezpośrednio;552528;42.9;2;12879;4;Katowice;śląskie
3-pokojowe mieszkanie 60m2 + ogródek;712788;60.0;3;11880;0;Wrocław;dolnośląskie
2-pokojowe mieszkanie 42m2 + loggia;469555;42.85;2;10958;5;Łódź;łódzkie
Twoje wymarzone miejsce na Osiedlu Bliskie Zawady;600000;62.0;3;9677;0;Poznań;wielkopolskie
2 poziomowe mieszkanie | ogródek | zielona okolica;899000;75.0;5;11987;1;Kraków;małopolskie
Przestronne Trzy Pokoje W Centrum Warszawy;1530000;68.19;3;22437;2;Warszawa;mazowieckie
3-pokojowe mieszkanie 75m2 + 2 loggie;859719;75.33;3;11413;4;Katowice;śląskie
3-pokojowe mieszkanie 58m2 + ogródek Bezpośrednio;666129;58.47;3;11393;0;Łódź;łódzkie
4-pokojowe mieszkanie 93m2 + ogródek Bez Prowizji;854624;93.56;4;9135;0;gdański;pomorskie
3-pokojowe mieszkanie 66m2 + balkon;599858;66.7;3;8993;2;poznański;wielkopolskie
3-pokojowe mieszkanie 66m2 + ogródek;783306;66.54;3;11772;0;Wrocław;dolnośląskie
2-pokojowy apartament inwestycyjny 31m2;481536;31.68;2;15200;2;Wrocław;dolnośląskie
3-pokojowe mieszkanie 63m2 + balkon;551880;63.72;3;8661;1;Łódź;łódzkie
3-pokojowe mieszkanie 75m2 + 2 loggie;859719;75.33;3;11413;4;Katowice;śląskie
2-pokojowe mieszkanie 51m2 + balkon Bezpośrednio;772063;51.13;2;15100;1;Kraków;małopolskie
Panoramiqa | mieszkanie 3-pok. | C.06.006;738000;65.92;3;11195;6;Poznań;wielkopolskie
Mieszkanie z balkonem i ogródkiem 50m2 ,2 miejsca;726731;74.27;4;9785;1;wołomiński;mazowieckie
3-pokojowe mieszkanie 63m2 + 2 balkony;572404;63.5;3;9014;2;poznański;wielkopolskie
1-pokojowy apartament inwestycyjny 27m2;431028;27.63;1;15600;2;Wrocław;dolnośląskie
1-pokojowe mieszkanie 32m2 + taras Bez Prowizji;364116;32.7;1;11135;1;Łódź;łódzkie
3-pokojowe mieszkanie 57m2 + balkon;586980;57.72;3;10169;3;gdański;pomorskie
2-pokojowe mieszkanie 39m2 + balkon;463293;39.29;2;11792;0;Gdańsk;pomorskie
3-pokojowe mieszkanie 53m2 + ogródek Bez Prowizji;635734;53.47;3;11890;0;Wrocław;dolnośląskie
3-pokojowe mieszkanie 63m2 + 2 balkony;572404;63.5;3;9014;2;poznański;wielkopolskie
Przestronne 2 pokojowe mieszkanie blisko dworca;385000;44.41;2;8669;3;Łódź;łódzkie
Nowoczesne 3 pokoje, balkon, widok na las, garaż;755000;64.75;3;11660;3;legionowski;mazowieckie
XXV- lecia / 2 pokoje 48m / pierwsze pięto!;308000;48.0;2;6417;1;dzierżoniowski;dolnośląskie
3-pokojowe mieszkanie 75m2 + balkon Bezpośrednio;748488;75.2;3;9953;3;gdański;pomorskie
2-pokojowe mieszkanie 42m2 + loggia;452415;42.85;2;10558;2;Łódź;łódzkie
2-pokojowe mieszkanie 39m2 + balkon;462825;39.25;2;11792;3;Gdańsk;pomorskie
2-pokojowe mieszkanie 43m2 + ogródek Bez Prowizji;550398;43.51;2;12650;0;Wrocław;dolnośląskie
1-pokojowy apartament inwestycyjny 29m2 + loggia;462271;29.72;1;15554;1;Katowice;śląskie
Mieszkanie 3 pokojowe w Centrum Wrocławia;750000;71.5;3;10490;6;Wrocław;dolnośląskie
3-pokojowe mieszkanie 64m2 + balkon Bezpośrednio;576192;64.8;3;8892;1;poznański;wielkopolskie
3-pokojowe mieszkanie 75m2 + balkon Bezpośrednio;748488;75.2;3;9953;3;gdański;pomorskie
3 pokojowe mieszkanie blisko lasu- od zaraz;509000;59.5;3;8555;3;Olsztyn;warmińsko-mazurskie
Deweloperskie premium z garażem dla elektryka;625000;28.94;2;21596;1;Warszawa;mazowieckie
3-pokojowe mieszkanie 63m2 + balkon;562656;63.57;3;8851;1;poznański;wielkopolskie
2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji;467694;40.71;2;11488;2;Gdańsk;pomorskie
1-pokojowy apartament inwestycyjny 28m2 + loggia;447945;28.62;1;15651;1;Katowice;śląskie
3-pokojowe mieszkanie 73m2 + 2 ogródki;734430;73.78;3;9954;0;gdański;pomorskie
2-pokojowe mieszkanie 43m2 + loggia Bezpośrednio;559979;43.79;2;12788;3;Katowice;śląskie
3-pokojowe mieszkanie 63m2 + balkon;562656;63.57;3;8851;1;poznański;wielkopolskie
Mieszkanie w sercu solanek przy Tężni z ogródkiem;349000;54.59;2;6393;1;inowrocławski;kujawsko-pomorskie
3 pok. mieszkanie 55m2 Tysiąclecia;740000;55.0;3;13455;9;Kraków;małopolskie
2-pokojowe mieszkanie 50m2 + balkon;428248;50.77;2;8435;1;Chorzów;śląskie
2-pokojowe mieszkanie 42m2 + loggia;544074;42.91;2;12679;2;Katowice;śląskie
4-pokojowe mieszkanie 82m2 + ogródek;717019;82.57;4;8684;0;Łódź;łódzkie
ul. Berensona | 3 pok. | 75 m2 | ANTRESOLA | TARAS;989000;75.8;3;13047;2;Warszawa;mazowieckie
Kawalerka w centrum miasta w odnowionej kamienicy;690000;20.0;1;34500;4;Warszawa;mazowieckie
1-pokojowe mieszkanie 35m2 + ogródek Bez Prowizji;455548;35.42;1;12861;0;Wrocław;dolnośląskie
3-pokojowe mieszkanie 66m2 + balkon;591440;66.8;3;8854;1;poznański;wielkopolskie
2-pokojowe mieszkanie 45m2 + taras Bezpośrednio;473080;45.16;2;10476;0;Łódź;łódzkie
2-pokojowe mieszkanie 39m2 + balkon;462825;39.25;2;11792;1;Gdańsk;pomorskie
2-pokojowe mieszkanie 50m2 + balkon;428248;50.77;2;8435;1;Chorzów;śląskie
Sprzedam mieszkanie;700000;39.27;2;17825;2;Warszawa;mazowieckie
Osiedle Kawie Wzgórza | apartament C1/4;506988;62.24;3;8146;0;Częstochowa;śląskie
Ładne M3 z dużym tarasem na Górzyskowie!;580000;46.41;2;12497;0;Bydgoszcz;kujawsko-pomorskie
2-pokojowe mieszkanie 44m2 + ogródek;488196;44.87;2;10880;0;Gdańsk;pomorskie
1-pokojowy apartament inwestycyjny 28m2 + loggia;449233;28.89;1;15550;0;Katowice;śląskie
Mieszkanie do remontu ul. Sandomierska Kielce;350000;46.2;2;7576;8;Kielce;świętokrzyskie
2-pokojowe mieszkanie 43m2 + loggia;540382;43.27;2;12489;1;Katowice;śląskie
3-pokojowe mieszkanie 66m2 + balkon Bezpośrednio;587522;66.14;3;8883;1;poznański;wielkopolskie
2-pokojowy apartament inwestycyjny 47m2;644625;47.75;2;13500;1;Wrocław;dolnośląskie
Dwupoziomowe - 72m2 + ogródek;485000;72.0;4;6736;1;mrągowski;warmińsko-mazurskie
Kawalerka przy Kartuskiej Gdańsk prywatnie;449000;29.0;1;15483;2;Gdańsk;pomorskie
2-pokojowe mieszkanie 44m2 + ogródek;488196;44.87;2;10880;0;Gdańsk;pomorskie
Bez Prowizji ! - Wysoki Standard ! Okazja !;620000;49.86;3;12435;2;Lublin;lubelskie
3 pokojowe mieszkanie blisko lasu- od zaraz;509000;59.5;3;8555;3;Olsztyn;warmińsko-mazurskie
2-pokojowe mieszkanie 41m2 + ogródek Bezpośrednio;395582;41.32;2;9574;0;poznański;wielkopolskie
Dwupoziomowe - 72m2 + ogródek;485000;72.0;4;6736;1;mrągowski;warmińsko-mazurskie
Kawalerka przy Kartuskiej Gdańsk prywatnie;449000;29.0;1;15483;2;Gdańsk;pomorskie
3-pokojowe mieszkanie 76m2 + ogródek Bez Prowizji;845472;76.14;3;11104;0;Łódź;łódzkie
1-pokojowe mieszkanie 31m2 + ogródek Bezpośrednio;407499;31.31;1;13015;0;Gdańsk;pomorskie
Apartament nad brzegiem Motławy, bez PCC;950000;37.0;2;25676;2;Gdańsk;pomorskie
3-pokojowe mieszkanie 71m2 + balkon;823574;71.74;3;11480;2;Wrocław;dolnośląskie
BEZPOŚREDNIO, CENTRUM! Mieszkanie w kamienicy;329000;36.89;2;8918;1;pruszkowski;mazowieckie
Apartament PREMIUM, Wilanów;1390000;61.54;3;22587;2;Warszawa;mazowieckie
Mieszkanie 48,3 m po gruntownym remoncie;433000;48.3;3;8965;1;świdnicki;lubelskie
Piękne mieszkanie świeżo po gruntownym remoncie!;314000;47.0;2;6681;0;wrzesiński;wielkopolskie
Złota 44 - Highest in UE Iconic View - Exclusivity;20000000;205.47;5;97338;11;Warszawa;mazowieckie
